Date,Word,Clue,Difficulty
3/13/2017,NUN,Habit wearer,EASY
3/13/2017,CONS,Inmates,EASY
3/13/2017,PRADA,Fashion house founded in Milan,EASY
3/13/2017,JEAN,Denim fabric,EASY
3/13/2017,PANIC,Emotion causing hyperventilation,EASY
3/13/2017,GARGLE,"Use Listerine, say",EASY
3/13/2017,BRASIZE,Victoria's Secret measurement,EASY
3/13/2017,LON,Chaney of horror,MODERATE
3/13/2017,IGGY,Azalea of rap,EASY
3/13/2017,SULU,Lieutenant on the original U.S.S. Enterprise,EASY
3/13/2017,SEEK,"""___ and ye shall find""",EASY
3/13/2017,ART,"Trump's ""The ___ of the Deal""",EASY
3/13/2017,DOGSLED,Iditarod vehicle,EASY
3/13/2017,BLARNEY,"Nonsense, as the Irish might say",EASY
3/13/2017,FEMUR,Leg bone connected to the knee bone,EASY
3/13/2017,INANE,Stupid,EASY
3/13/2017,NERDY,"Passionately brainy, say",EASY
3/13/2017,FUTILE,Hopeless,EASY
3/20/2017,HOP,'50s high school dance,EASY
3/20/2017,ITOO,"""Me as well""",EASY
3/20/2017,REDDWARF,Bashful?,EASY
3/20/2017,GOODS,Inventory items,EASY
3/20/2017,OWN,"Admit, with ""up to""",EASY
3/20/2017,ALGAE,Simple pond life,EASY
3/20/2017,AVEC,"""Voulez-vous coucher ___ moi ce soir?""",EASY
3/20/2017,NAPS,Catches forty winks,EASY
3/20/2017,ZUNIS,New Mexican pueblo builders,EASY
3/20/2017,PUMICE,Volcanic rock,EASY
3/20/2017,ALOTOF,"Many, many",EASY
3/20/2017,DOUBT,It may be reasonable to a jury,EASY
3/20/2017,OWL,Bird that hoots,EASY
3/20/2017,MULE,Pack animal,EASY
3/20/2017,FOOD,Vittles,EASY
3/20/2017,YENTL,1983 film in which Barbra Streisand dresses as a man,EASY
3/20/2017,SPAY,"Fix, as a cat",EASY
3/20/2017,ASAP,"""Get cracking!""",EASY
3/20/2017,AMBER,"""Jurassic Park"" insect casing",EASY
3/20/2017,ITSA,"""___ girl!""",MODERATE
3/20/2017,LAURA,First lady after Hillary,EASY
3/20/2017,KNEAD,"Manipulate, as bread dough",EASY
3/20/2017,RUBY,Like Dorothy's slippers,EASY
3/20/2017,ECOLI,Potentially dangerous bacterium,EASY
3/20/2017,BEG,Command to Rover,FAIR
3/20/2017,LIE,"""Bald-faced"" thing",EASY
3/20/2017,FOE,"""Who goes there, friend or ___?""",EASY
3/20/2017,FRAME,Bowling scoresheet unit,EASY
3/20/2017,BARN,Square dance site,EASY
3/20/2017,AIRE,Suffix with million,MODERATE
3/20/2017,EAR,Body part to lend or bend,EASY
3/20/2017,ASBIG,Equally large,EASY
3/20/2017,TWEETS,140-character messages,EASY
3/20/2017,AAA,Drivers' org.,EASY
3/20/2017,IRVING,"John who wrote ""The World According to Garp""",EASY
3/20/2017,HOOVES,Reindeer feet,EASY
3/20/2017,ODDEST,Most bizarre,EASY
3/20/2017,PSYCHO,1960 Alfred Hitchcock thriller,EASY
3/20/2017,DHABI,Abu ___ (Mideast land),EASY
3/20/2017,FETAL,Prebirth,EASY
3/20/2017,OBAMA,President who won the 2009 Nobel Peace Prize,EASY
3/20/2017,NOPE,"""Ain't happening""",EASY
3/20/2017,LOSE,Finish second,EASY
3/20/2017,ADZ,Woodworking tool,FAIR
3/20/2017,LOU,Baseballer Gehrig,EASY
3/20/2017,STUD,___ poker,EASY
3/20/2017,FOR,"Debate position against ""against""",EASY
3/20/2017,TANGY,"Having an aftertaste, as some barbecue sauce",EASY
3/20/2017,GUN,Rifle or revolver,EASY
3/20/2017,UNO,Commercial game with wild cards,EASY
3/20/2017,ALLEGE,Declare to be true,EASY
3/20/2017,MAORI,Native New Zealanders,EASY
3/20/2017,BUG,Computer program glitch,EASY
3/20/2017,ERA,Paleozoic or Mesozoic,EASY
3/20/2017,RAN,Sought political office,EASY
3/20/2017,LIBRA,"""The Scales"" constellation",EASY
3/20/2017,PSI,Greek letter before omega,EASY
3/20/2017,PAYPAL,E-commerce site formerly owned by eBay,EASY
3/20/2017,GMC,Big inits. in trucks,FAIR
3/20/2017,FTD,1-800-FLOWERS alternative,EASY
3/20/2017,ELK,Certain fraternal order member,EASY
3/20/2017,BED,Place to dream,EASY
3/20/2017,AFAR,Quite a distance off,EASY
3/20/2017,SOLD,Successful auctioneer's last word,EASY
3/27/2017,TRENDS,"What Google's Ngram program tracks, for word usage",EASY
3/27/2017,SEED,Peach pit or walnut,EASY
3/27/2017,XMAS,Dec. celebration,EASY
3/27/2017,HOG,Greedy one,EASY
3/27/2017,OBOES,Some woodwinds,EASY
3/27/2017,SKID,Lose traction on the road,EASY
3/27/2017,TREE,Peach or walnut,EASY
3/27/2017,TYROS,Novices,EASY
3/27/2017,IMPROV,"Unscripted comedy, informally",EASY
3/27/2017,GUARD,Watch over,EASY
3/27/2017,MISERY,Blue state?,EASY
3/27/2017,LED,"Fluorescent bulb alternative, for short",EASY
3/27/2017,HAVANA,Cuba's capital,EASY
3/27/2017,MISO,Japanese soup,FAIR
3/27/2017,LETUPS,Reprieves,EASY
3/27/2017,EON,Many millennia,EASY
3/27/2017,XRAYS,Set of pictures at a dentist's,EASY
3/27/2017,CAW,Crow's sound,EASY
3/27/2017,MIXER,Event for meeting new people,EASY
3/27/2017,AMO,"""I love,"" to Cato",EASY
3/27/2017,CHOSEN,Picked,FAIR
3/27/2017,TKOS,"Boxing achievements, in brief",EASY
3/27/2017,STRAIT,Narrow water passage,EASY
3/27/2017,ANY,"""___ day now ...""",FAIR
3/27/2017,OLAF,Villainous count in the Lemony Snicket books,EASY
3/27/2017,TRUMP,Obama's successor,EASY
3/27/2017,NAIL,Pull off perfectly,EASY
3/27/2017,NON,"""Smoking or ___?""",HARD
3/27/2017,AXLE,What car wheels turn on,EASY
3/27/2017,FLAGON,Old-fashioned wine holder,EASY
3/27/2017,AAHED,Expressed amazement,EASY
3/27/2017,TORY,"Labourite's opponent, in British politics",EASY
3/27/2017,ODDSARE,"""Most likely ...""",EASY
3/27/2017,BESTBUY,Big electronics chain,EASY
3/27/2017,TAGS,License plates,EASY
3/27/2017,TENOR,Choir member,EASY
3/27/2017,TOPHEAVY,"Liable to tip over, maybe",EASY
3/27/2017,SOWED,"Planted, as discord",EASY
3/27/2017,EURO,Currency of France or Italy,EASY
3/27/2017,ETDS,"When planes are due to take off, for short",EASY
3/27/2017,VPS,"Biden and Pence, in brief",EASY
3/27/2017,AGT,10%-er: Abbr.,EASY
3/27/2017,ROAR,Sound to fear in the savanna,EASY
3/27/2017,AKRON,Ohio city that was once the Rubber Capital of the World,EASY
3/27/2017,HAL,Actor Holbrook,EASY
3/27/2017,RUNSIN,Enters hurriedly,EASY
3/27/2017,FLOSS,Often-unheeded advice from dentists,EASY
3/27/2017,AMONG,In the company of,FAIR
3/27/2017,WOW,Blow away,MODERATE
3/27/2017,ETHOS,Cultural spirit,EASY
3/27/2017,TOOSOON,"""You can't joke about that yet""",EASY
3/27/2017,PIE,Thanksgiving dessert,EASY
3/27/2017,SAN,"___ Juan, Puerto Rico",EASY
3/27/2017,CANON,Group of books that an educated person is supposed to be familiar with,EASY
3/27/2017,TANGO,Dance in which one partner might hold a rose between his teeth,EASY
3/27/2017,LIPS,One might apply gloss to them,EASY
3/27/2017,FAILED,Unsuccessful,EASY
3/27/2017,STEMS,Thorny parts of roses,EASY
3/27/2017,TROIKA,Group of three,EASY
3/27/2017,KNOT,Problem with a shoelace,EASY
4/3/2017,ALEVE,Popular pain reliever,FAIR
4/3/2017,REAMS,Curses (out),EASY
4/3/2017,ACT,Have a part in a play,EASY
4/3/2017,SUMO,Sport for heavyweights,MODERATE
4/3/2017,ITEM,"Couple, in a gossip column",EASY
4/3/2017,NERO,Ruler said to have fiddled while Rome burned,EASY
4/3/2017,NAPA,California wine valley,EASY
4/3/2017,CEILINGFAN,Overhead cooler,EASY
4/3/2017,LONG,Like marathons and maxiskirts,EASY
4/3/2017,IRIS,Flower girl?,EASY
4/3/2017,AFL,___-C.I.O.,MODERATE
4/3/2017,GEEK,"Sheldon of ""The Big Bang Theory,"" for one",EASY
4/3/2017,EGOS,Inflated senses of self,EASY
4/3/2017,VAPOR,Moisture in the air,EASY
4/3/2017,NATL,"The ""N"" of N.F.L.: Abbr.",EASY
4/3/2017,ECHO,Sound heard in a cave,EASY
4/3/2017,SKOAL,"""Cheers!,"" in Scandinavia",EASY
4/3/2017,HAT,Derby or fedora,EASY
4/3/2017,RHEAS,Cousins of emus,EASY
4/3/2017,OILS,Classical paintings,EASY
4/3/2017,NASA,Org. that operates the Jupiter orbiter,EASY
4/3/2017,SALT,Pepper's partner,FAIR
4/3/2017,OREO,Cookie that may be dipped in milk,EASY
4/3/2017,BAE,"Slangy ""sweetie""",EASY
4/3/2017,EPA,"Pollution police, for short",EASY
4/3/2017,AWNING,Store window shader,EASY
4/3/2017,LATTER,___-day Saints (Mormons),EASY
4/3/2017,TERN,Fork-tailed bird,FAIR
4/3/2017,IMEAN,"""Wait, let me explain ...""",EASY
4/3/2017,AFRO,"Big, round head of hair",EASY
4/3/2017,MAIN,Street through the middle of town,EASY
4/3/2017,STRAP,Subway standee's support,EASY
4/3/2017,ITCH,Scratch target,EASY
4/3/2017,PEERS,House of Lords members,EASY
4/3/2017,PUCKS,Hockey discs,EASY
4/3/2017,SKA,Cousin of calypso,MODERATE
4/3/2017,AFLAC,Quacky insurance giant,EASY
4/3/2017,OTERI,"Cheri formerly of ""S.N.L""",EASY
4/3/2017,RERAN,"Aired, as old TV shows",EASY
4/3/2017,ITHACA,Cornell University's home,EASY
4/3/2017,SLOTHS,Tree huggers?,EASY
4/3/2017,BLUR,Fuzzy picture,EASY
4/3/2017,SCRAG,One who's all skin and bones,EASY
4/3/2017,ART,Works at a museum,EASY
4/3/2017,PEARS,Fruits that are a little grittier than apples,EASY
4/3/2017,OHFUN,"""That sounds good - NOT!""",EASY
4/3/2017,SOB,Cry big tears,EASY
4/3/2017,KIA,Maker of autodom's Optima,EASY
4/3/2017,ILLBETHERE,"Words after ""Reach Out"" in a #1 Four Tops hit",EASY
4/10/2017,LIBERAL,Leaning left,EASY
4/10/2017,IRAS,S.&L. offerings,EASY
4/10/2017,MEDAL,"Finish in the top three, in the Olympics",EASY
4/10/2017,FIN,Prominent shark feature,EASY
4/10/2017,CUTER,Likelier to win a baby contest,EASY
4/10/2017,END,___ of the line,EASY
4/10/2017,DICER,Kitchen cutting tool,EASY
4/10/2017,RAJ,British rule in colonial India,FAIR
4/10/2017,SCHMO,Joe ___ (ordinary sort),EASY
4/10/2017,WII,PlayStation competitor,EASY
4/10/2017,ROSH,___ Hashana (Jewish holy day),EASY
4/10/2017,DANIELCRAIG,*2006-,EASY
4/10/2017,CADS,Ill-bred fellows,EASY
4/10/2017,SEANCONNERY,"*1962-67, 1971",FAIR
4/10/2017,LUG,Carry with effort,FAIR
4/10/2017,AREA,"Roughly 3.8 million square miles, for the United States",EASY
4/10/2017,RAISE,Pay hike,EASY
4/10/2017,ABODE,"""Humble"" living quarters",EASY
4/10/2017,COB,Inner part of an ear of corn,EASY
4/10/2017,CORED,Like some processed apples,EASY
4/10/2017,LEI,Hawaiian neckwear,EASY
4/10/2017,MEDIA,"The Washington Post, CNN, etc.",EASY
4/10/2017,PLAN,Think ahead,EASY
4/10/2017,TSA,Airport screening grp.,EASY
4/10/2017,TIMOTHYDALTON,*1987-89,FAIR
4/10/2017,ATE,Had breakfast or lunch,EASY
4/10/2017,EASE,Let (up),FAIR
4/10/2017,SIT,Command before giving a dog a bone,EASY
4/10/2017,HANG,"Put up, as a picture",EASY
4/10/2017,ICAN,Words of self-empowerment,EASY
4/10/2017,OMAHA,Largest city in Nebraska,FAIR
4/10/2017,ESC,Keyboard key,FAIR
4/10/2017,EIN,"German ""one""",EASY
4/10/2017,ARAMAIC,Jesus' language,EASY
4/10/2017,DRILL,Tool for a carpenter or dentist,EASY
4/10/2017,PBANDJ,"Popular sandwich, informally",FAIR
4/10/2017,CLENCH,"Tighten, as a fist",EASY
4/10/2017,SKIRUN,Vail trail,EASY
4/10/2017,LIFER,Long-term inmate,EASY
4/10/2017,AERO,Commercial prefix with postale,EASY
4/10/2017,NATO,Alliance that keeps a wary eye on Russia,EASY
4/10/2017,TIER,Wedding cake layer,EASY
4/10/2017,CCS,Dosage amts.,EASY
4/10/2017,RIA,River inlet,DIFFICULT
4/10/2017,OWN,Have the title to,EASY
4/10/2017,ERIES,Iroquoians of New York,EASY
4/10/2017,GAB,Talk incessantly,EASY
4/10/2017,BOND,"What the answers to the starred clues share, in two ways",EASY
4/10/2017,OREIDA,Frozen potato brand,EASY
4/10/2017,DERAILS,Jumps the track,EASY
4/10/2017,CALLIN,Format of some talk radio shows,EASY
4/10/2017,OCEAN,Most of our planet's surface,EASY
4/10/2017,BEING,Human ___,FAIR
4/10/2017,ACNE,Clearasil target,FAIR
4/10/2017,STERNER,Less forgiving,DIFFICULT
4/10/2017,STIMSON,"Henry L. ___, secretary of war during W.W. II",EASY
4/10/2017,TAR,La Brea goo,EASY
4/10/2017,ITO,"""What was ___ think?""",FAIR
4/10/2017,MEG,"Actress Ryan of ""Sleepless in Seattle""",EASY
4/10/2017,YSL,Designer letters on a handbag,EASY
4/10/2017,PHOTO,Instagram upload,EASY
4/10/2017,DEUCE,"Two, in cards",EASY
4/17/2017,PALES,Loses color,FAIR
4/17/2017,ION,Particle accelerator particle,EASY
4/17/2017,ETDS,"Flight deck guesses about takeoff, for short",EASY
4/17/2017,GOOGOOEYES,Amorous look,EASY
4/17/2017,ODE,Horatian creation,EASY
4/17/2017,SCARF,Winter neckwear,EASY
4/17/2017,AMUSERS,"Court jesters, e.g.",EASY
4/17/2017,DELTA,Letter after gamma,EASY
4/17/2017,OTERI,"Former ""Saturday Night Live"" regular Cheri",EASY
4/17/2017,PITA,Bread dipped in hummus,EASY
4/17/2017,PUPUPLATTER,Assortment of appetizers at a Polynesian or Chinese restaurant,EASY
4/17/2017,WDS,Dict. entries,EASY
4/17/2017,CDROM,Spinner in a PC drive,EASY
4/17/2017,IRA,Good name for a tax adviser?,EASY
4/17/2017,CLUCK,Sound from a hen,EASY
4/17/2017,HADES,"Underworld, in Greek mythology",EASY
4/17/2017,REST,Breather,FAIR
4/17/2017,SNARLER,"Mean dog, at times",EASY
4/17/2017,BOOBOOBEAR,Jellystone Park toon with a bow tie,EASY
4/17/2017,NSYNC,"""Girlfriend"" boy band",EASY
4/17/2017,DUAL,___ personality (Dr. Jekyll and Mr. Hyde trait),EASY
4/17/2017,TWO,Bill with Jefferson's portrait,EASY
4/17/2017,LONGS,Pines (for),EASY
4/17/2017,NERFS,Some squishy balls,EASY
4/17/2017,WILSON,President during W.W. I,EASY
4/17/2017,PIG,Bacon source,EASY
4/17/2017,ROOSTER,"One sounding ""cock-a-doodle-doo""",EASY
4/17/2017,SEAVER,"Pitcher Tom nicknamed ""The Franchise""",EASY
4/17/2017,ETRADE,Investment company whose commercials once had talking babies,EASY
4/17/2017,SASSED,Mouthed off to,FAIR
4/17/2017,PETE,Tennis great Sampras,EASY
4/17/2017,GAITS,Manners of walking,EASY
4/17/2017,SMURF,Blue toon whose enemy is Gargamel,EASY
4/17/2017,UZIS,Commando weapons,FAIR
4/17/2017,EDD,"TV announcer Hall whose credits include ""The Tonight Show""",EASY
4/17/2017,VON,Germany's Otto ___ Bismarck,EASY
4/17/2017,UTE,Sport-___ (rugged vehicle),EASY
4/17/2017,PINOCHLE,Game played with a 48-card deck,EASY
4/17/2017,LIELOW,Keep out of sight,FAIR
4/17/2017,SUREOF,Having no doubt about,EASY
4/17/2017,DRUNKS,Boozehounds,EASY
4/17/2017,RELAPSE,Medical setback,EASY
4/17/2017,CALL,Telephone,EASY
4/17/2017,DWEEB,Social misfit,EASY
4/17/2017,RAMROD,Implement for a muzzleloader,EASY
4/17/2017,ORO,Acapulco gold,HARD
4/17/2017,MEN,Three Wise ___ (Magi),EASY
4/17/2017,ACHOO,Sneezing sound,EASY
4/17/2017,SALARY,"$400,000/year, for the U.S. president",EASY
4/17/2017,OKS,Approvals,FAIR
4/17/2017,URANIUM,Radioactive element,EASY
4/17/2017,LOLITA,Novel narrated by Humbert Humbert,EASY
4/17/2017,BABA,___ ghanouj,FAIR
4/17/2017,COP,Beat patroller,EASY
4/17/2017,PLANB,Backup strategy,EASY
4/24/2017,BANGS,Hair that hangs over the forehead,EASY
4/24/2017,PRIED,Used a lever on,EASY
4/24/2017,OPENS,Unlocks,EASY
4/24/2017,ALP,Swiss peak,FAIR
4/24/2017,SEOUL,Capital of South Korea,EASY
4/24/2017,HUMBLEPIE,"What a shamed person has to ""eat""",EASY
4/24/2017,EASEL,Stand on three legs?,EASY
4/24/2017,ARAB,Mideast native,EASY
4/24/2017,MEND,On the ___ (recuperating),EASY
4/24/2017,TINS,Metal canisters,EASY
4/24/2017,POSIT,"Put forward, as an idea",EASY
4/24/2017,DOSE,"Spoonful of medicine, say",EASY
4/24/2017,PSALM,"One includes ""My cup runneth over"" in the Bible",EASY
4/24/2017,SWIM,Do laps in a pool,EASY
4/24/2017,HOWTO,Book consulted by a do-it-yourselfer,EASY
4/24/2017,CHEF,One wearing an apron and a puffy white hat,EASY
4/24/2017,OWES,Has debts,EASY
4/24/2017,IOTA,Slight amount,EASY
4/24/2017,EERIE,Like a wolf's howl in the dead of night,EASY
4/24/2017,WORDSALAD,Gobbledygook,EASY
4/24/2017,PANSY,Flower that's also a girl's name,EASY
4/24/2017,GAPED,Looked open-mouthed,EASY
4/24/2017,IRATE,Up in arms,EASY
4/24/2017,OMAHA,Nebraska's capital before Lincoln,EASY
4/24/2017,ENOS,Grandson of Adam,MODERATE
4/24/2017,GMT,Clock-setting std.,FAIR
4/24/2017,THIRD,Like Jefferson on a list of presidents,EASY
4/24/2017,SEINE,River through Paris,EASY
4/24/2017,TAM,Scot's cap,EASY
4/24/2017,TWOAM,Time in Manhattan when it's midnight in Montana,EASY
4/24/2017,MENS,Store department selling suits and ties,EASY
4/24/2017,LSD,It was often dropped in the '60s,EASY
4/24/2017,SPA,Hot spring,EASY
4/24/2017,YET,"""The best is ___ to come""",EASY
4/24/2017,THRILLS,What amusement parks provide,EASY
4/24/2017,NOBEL,2016 prize for Bob Dylan,EASY
4/24/2017,POE,"Who wrote of ""sorrow for the lost Lenore""",EASY
4/24/2017,OLDHAT,Out-of-date,EASY
4/24/2017,GOING,"Word cried twice before ""gone""",EASY
4/24/2017,ISUPPOSE,"""It's certainly possible ...""",EASY
4/24/2017,SUEDE,Napped leather,EASY
4/24/2017,GMAN,"F.B.I. worker, informally",EASY
4/24/2017,EAR,Place for a bud or a stud,EASY
4/24/2017,URI,Celebrity psychic Geller,EASY
4/24/2017,MERMAN,"Ethel who sang ""There's No Business Like Show Business""",EASY
4/24/2017,RUES,Feels remorse over,EASY
4/24/2017,WOOL,Sheep's coat,EASY
4/24/2017,SNIPER,Marksman with an M40,EASY
4/24/2017,REDSEA,Body of water that separates Africa and Asia,EASY
4/24/2017,SPCA,Pet safety org.,EASY
4/24/2017,HOLE,Woodchuck's escape route,EASY
4/24/2017,ETA,"Airline app datum, for short",EASY
4/24/2017,FADING,On the decline,EASY
4/24/2017,PEGASUS,Flying horse of Greek myth,EASY
4/24/2017,SEAT,"""Save me a ___!""",EASY
4/24/2017,ARPEGGIO,Notes of a chord played in rapid succession,EASY
4/24/2017,SWATH,Path of mowed grass,EASY
4/24/2017,ROB,Steal from,FAIR
4/24/2017,HOTMIC,It might capture an embarrassing comment,EASY
4/24/2017,ENDNOTE,Bit of appended text,EASY
4/24/2017,TREE,Obstacle for a drone,EASY
4/24/2017,HIP,Modern and cool,EASY
4/24/2017,IRA,"Plan that might include mutual funds, in brief",EASY
5/1/2017,SARIS,Dresses in Delhi,EASY
5/1/2017,STU,Early Beatle ___ Sutcliffe,EASY
5/1/2017,SORT,"Put into piles, say",EASY
5/1/2017,MOURN,"Attend a funeral, say",EASY
5/1/2017,SALESROOM,Merchandise location,EASY
5/1/2017,CURIO,"Keepsake in a cabinet, perhaps",EASY
5/1/2017,SPATS,Minor fights,EASY
5/1/2017,ACES,Cards sometimes hidden up sleeves,EASY
5/1/2017,SERA,Blood components,EASY
5/1/2017,JAIL,"Monopoly space with the words ""Just Visiting""",EASY
5/1/2017,LOAN,Money that needs to be repaid,EASY
5/1/2017,TIDE,Competitor of Wisk,EASY
5/1/2017,JAGS,"Bouts, as of crying",EASY
5/1/2017,DOPES,Ninnies,EASY
5/1/2017,GUST,Wind that might blow one's hat off,EASY
5/1/2017,PEPE,___ Le Pew (cartoon skunk),EASY
5/1/2017,BROMO,"Fizzy headache remedy, informally",EASY
5/1/2017,ACUP,"Bra size smaller than a ""B""",EASY
5/1/2017,EXIT,Highway sign next to an off-ramp,EASY
5/1/2017,RENEW,"Extend, as a subscription",FAIR
5/1/2017,INSISTENT,"Not giving up on an argument, say",EASY
5/1/2017,UHAUL,Moving day rental,EASY
5/1/2017,YUKS,"Big laughs, slangily",EASY
5/1/2017,BEE,Symbol of busyness,EASY
5/1/2017,CARL,Cosmologist Sagan,FAIR
5/1/2017,AHEMS,Throat-clearing sounds,EASY
5/1/2017,SPITEFUL,Malicious,EASY
5/1/2017,HUE,Shade of color,EASY
5/1/2017,EXEMPT,"Not taxable, e.g.",EASY
5/1/2017,OAT,Grain used in making Alpha-Bits,EASY
5/1/2017,LATINOS,Many Americans whose names end in -ez,EASY
5/1/2017,ESPRIT,___ de corps (fellowship),EASY
5/1/2017,ISOLDE,Tristan's beloved,EASY
5/1/2017,COUP,Brilliant move,EASY
5/1/2017,DONUT,Krispy Kreme product,EASY
5/1/2017,AURA,Ambient quality,EASY
5/1/2017,NODE,Point where lines meet,EASY
5/1/2017,MCS,"Roast hosts, for short",EASY
5/1/2017,ASTA,"""The Thin Man"" canine",EASY
5/1/2017,UCLA,The Bruins of the Pac-12,EASY
5/1/2017,NOFEES,Certain bank policy for A.T.M. withdrawals and wire transfers,EASY
5/1/2017,AERIE,Eagle's home,MODERATE
5/1/2017,PINE,Wood for many a mountain cabin,EASY
5/1/2017,BRACERS,Pick-me-up drinks,EASY
5/1/2017,REHASH,It's nothing new,EASY
5/1/2017,ONEK,Short race spec,EASY
5/1/2017,MEME,Bit of viral web content,EASY
5/1/2017,OWS,Cries of pain,HARD
5/1/2017,OHAIR,Atheist Madalyn Murray ___,FAIR
5/1/2017,FARSI,Persian tongue,EASY
5/1/2017,HYPNO,Prefix relating to sleep,EASY
5/1/2017,EBERT,Fellow film critic of Siskel,EASY
5/1/2017,SHAWL,Article thrown over the shoulders,EASY
5/8/2017,LEASE,Auto deal for nonbuyers,EASY
5/8/2017,AGENT,Deal negotiator for athletes,EASY
5/8/2017,KITTY,Money in the middle of a poker table,EASY
5/8/2017,INST,"Caltech, e.g.: Abbr.",EASY
5/8/2017,SILO,Farm tower,FAIR
5/8/2017,YAK,"Talk, talk and then talk some more",EASY
5/8/2017,STARK,___ raving mad,FAIR
5/8/2017,TLC,"Dr. Mom's attention, for short",EASY
5/8/2017,ANGLE,Each one in a square is 90??,EASY
5/8/2017,BIC,Popular pen,EASY
5/8/2017,ANTES,Money in the middle of a poker table,EASY
5/8/2017,TOT,Toddler,EASY
5/8/2017,NOTE,Brief letter,EASY
5/8/2017,BEEBALM,Flower that attracts pollinating insects,EASY
5/8/2017,OLD,Superannuated,EASY
5/8/2017,INOIL,How sardines are often packed,FAIR
5/8/2017,TEXAS,State where the Cotton Bowl is held,EASY
5/8/2017,GPA,4.0 is a great one,EASY
5/8/2017,MAGOO,Nearsighted cartoon Mr.,EASY
5/8/2017,SCOWS,Garbage-carrying boats,EASY
5/8/2017,CLOTH,Denim or linen,EASY
5/8/2017,IONIA,Ancient land near Lydia,MODERATE
5/8/2017,BAD,Not good,EASY
5/8/2017,INLAW,Relative who might visit for the holidays,EASY
5/8/2017,CODE,Secret language,MODERATE
5/8/2017,ENC,Ltr. addition,EASY
5/8/2017,HARSH,"Rough, as criticism",EASY
5/8/2017,PROM,Spring school dance,EASY
5/8/2017,SEE,"""Get the picture?""",EASY
5/8/2017,QTS,There are four in a gallon: Abbr.,EASY
5/8/2017,ANTS,Industrious little marchers,EASY
5/8/2017,PLANE,"Air Force One, for one",EASY
5/8/2017,MALIK,Pop singer Zayn formerly of One Direction,EASY
5/8/2017,BYS,Fly-___ (Blue Angels maneuvers),EASY
5/8/2017,LONE,Lacking company,EASY
5/8/2017,TAKETEN,Rest for a bit,EASY
5/8/2017,ATTN,Abbr. before a name on a memo,EASY
5/8/2017,ETTE,Suffix with cigar,EASY
5/8/2017,STACKS,"Groups of poker chips, typically",EASY
5/8/2017,ELMST,"Locale of a film ""nightmare"": Abbr.",EASY
5/8/2017,ELIOT,"""The Waste Land"" poet",MODERATE
5/8/2017,HST,President before D.D.E.,EASY
5/8/2017,SAX,Jazz instrument,EASY
5/8/2017,OBI,Sash for a kimono,EASY
5/8/2017,TETEATETE,One-on-one talk,EASY
5/8/2017,AIM,"""We ___ to please!""",EASY
5/8/2017,ASK,"Word before ""and ye shall receive""",EASY
5/8/2017,ADDLE,Bewilder,EASY
5/8/2017,MCEWAN,"Ian who wrote ""Atonement""",EASY
5/8/2017,ALL,Every last bit,EASY
5/8/2017,GOL,Futbol score,EASY
5/8/2017,OTERI,"Onetime ""S.N.L."" regular Cheri",EASY
5/8/2017,OHFUN,"""That sounds good ... NOT!""",EASY
5/8/2017,SIN,Envy or lust,EASY
5/8/2017,GOBIG,Not hold back,EASY
5/8/2017,ONIONSOUP,Dish in a bowl often served au gratin,EASY
5/8/2017,WINDCHIME,Tinkler on a porch,EASY
5/8/2017,SAGE,Wise man,EASY
5/8/2017,AYES,Thumbs-up votes,FAIR
5/8/2017,TYPE,Variety,MODERATE
5/8/2017,CONCERN,Worry,EASY
5/8/2017,HARES,Relatives of rabbits,EASY
5/15/2017,TOAST,"""Here's to the newlyweds!,"" e.g.",EASY
5/15/2017,ANTS,Crumb carriers,EASY
5/15/2017,QWERTYKEYBOARDS,Common computer peripherals,EASY
5/15/2017,AHME,Sigher's words,FAIR
5/15/2017,DEANS,College officials,EASY
5/15/2017,FARCES,Many Monty Python skits,EASY
5/15/2017,PAC,"""Super"" group buying campaign ads",EASY
5/15/2017,RELAX,Chill out,FAIR
5/15/2017,PONY,Polo mount,EASY
5/15/2017,ERA,"One-third of pitching's Triple Crown, for short",EASY
5/15/2017,SEXTANT,Navigation instrument,EASY
5/15/2017,SCENE,Division of a play,EASY
5/15/2017,MORAL,Fable's message,EASY
5/15/2017,SPA,Mani-pedi place,EASY
5/15/2017,AIM,"Command between ""Ready!"" and ""Fire!""",EASY
5/15/2017,PEAR,Fruit often seen in still lifes,EASY
5/15/2017,EBONY,Black wood,EASY
5/15/2017,BENES,"Elaine's last name on ""Seinfeld""",FAIR
5/15/2017,AMAZE,Flabbergast,MODERATE
5/15/2017,CAMINOREAL,"Historic California route, with ""El""",EASY
5/15/2017,YENTA,Schmoozing gossip,EASY
5/15/2017,SOLES,Bottoms of high-tops,EASY
5/15/2017,GOES,Departs,FAIR
5/15/2017,PRIVATEENTRANCE,Desirable feature of a rented room,EASY
5/15/2017,ALAN,"Mathematician Turing who was the subject of ""The Imitation Game""",EASY
5/15/2017,CLONES,Genetic copies,EASY
5/15/2017,RESENDS,"Forwards, as a misdelivered letter",EASY
5/15/2017,STY,Pig's digs,FAIR
5/15/2017,EBOLA,Virus in 2014 news,EASY
5/15/2017,STARSHIP,"The Enterprise, for example",EASY
5/15/2017,ONESEC,"""Gimme a minute""",EASY
5/15/2017,ACTS,Divisions of a play,EASY
5/15/2017,FRESCA,Soft drink in a green bottle,EASY
5/15/2017,SYDNEY,2000 Summer Olympics city,EASY
